doable,6
fixable,7
pliable,7
curable,7
notable,7
movable,7
valuable,8
beatable,8
operable,8
enviable,8
suitable,8
reliable,8
pitiable,8
workable,8
sociable,8
playable,8
sizeable,8
dimmable,8
sinkable,8
closable,8
chewable,8
reusable,8
portable,8
bendable,8
adorable,8
unusable,8
bearable,8
lockable,8
likeable,8
quotable,8
washable,8
probable,8
wearable,8
readable,8
huggable,8
variable,8
foldable,8
drivable,8
loveable,8
breakable,9
locatable,9
reputable,9
desirable,9
memorable,9
laughable,9
miserable,9
trustable,9
stackable,9
stoppable,9
dividable,9
excusable,9
excitable,9
peaceable,9
palatable,9
insurable,9
tolerable,9
drinkable,9
opposable,9
definable,9
debatable,9
endurable,9
treatable,9
irritable,9
enjoyable,9
malleable,9
reachable,9
removable,9
alterable,9
renewable,9
flammable,9
adaptable,9
graspable,9
ignitable,9
adoptable,9
available,9
advisable,9
incurable,9
immovable,9
allowable,9
flushable,9
printable,9
avoidable,9
agreeable,9
honorable,9
favorable,9
habitable,9
hospitable,10
degradable,10
adjustable,10
noticeable,10
impassable,10
notifiable,10
employable,10
defendable,10
invaluable,10
declarable,10
observable,10
deferrable,10
negotiable,10
acquirable,10
reasonable,10
manageable,10
marketable,10
acceptable,10
detestable,10
detectable,10
measurable,10
forgivable,10
detachable,10
disposable,10
profitable,10
achievable,10
disputable,10
unbeatable,10
lamentable,10
deportable,10
unbearable,10
deployable,10
mistakable,10
deplorable,10
obtainable,10
dependable,10
punishable,10
recyclable,10
unreliable,10
unsuitable,10
inflatable,10
fathomable,10
remarkable,10
affordable,10
attachable,10
attainable,10
explicable,10
expectable,10
inevitable,10
charitable,10
unsociable,10
repairable,10
repeatable,10
extendable,10
believable,10
reportable,10
preferable,10
answerable,10
expendable,10
expandable,10
refillable,10
refundable,10
perishable,10
inoperable,10
survivable,10
unworkable,10
improbable,10
comparable,10
insolvable,10
creditable,10
penetrable,10
consumable,10
redeemable,10
persuadable,11
practicable,11
unstoppable,11
enforceable,11
dislikeable,11
undrinkable,11
predictable,11
dispensable,11
unspeakable,11
unthinkable,11
exploitable,11
unmemorable,11
fashionable,11
pleasurable,11
explainable,11
presentable,11
dissolvable,11
unfavorable,11
unreachable,11
preventable,11
unprintable,11
extractable,11
foreseeable,11
deliverable,11
unavailable,11
inalterable,11
inhabitable,11
attemptable,11
replaceable,11
sustainable,11
commendable,11
inflammable,11
respectable,11
retrievable,11
inescapable,11
serviceable,11
irreparable,11
intolerable,11
inexcusable,11
justifiable,11
collectable,11
unavoidable,11
inadvisable,11
undesirable,11
forgettable,11
accountable,11
diagnosable,11
inseparable,11
concealable,11
comfortable,11
rectifiable,11
unbreakable,11
stretchable,11
regrettable,11
describable,11
recoverable,11
inhospitable,12
unreasonable,12
surmountable,12
unprofitable,12
considerable,12
indeclinable,12
unremarkable,12
indisputable,12
reproachable,12
inconsolable,12
incomparable,12
approachable,12
impenetrable,12
identifiable,12
recognizable,12
rechargeable,12
questionable,12
programmable,12
quantifiable,12
inexplicable,12
exchangeable,12
disagreeable,12
controllable,12
insufferable,12
unachievable,12
unattainable,12
unimaginable,12
unacceptable,12
unmanageable,12
irredeemable,12
unbelievable,12
decomposable,12
uncharitable,12
unforgivable,12
maneuverable,12
interminable,12
undetectable,12
decipherable,12
unmistakable,12
translatable,12
maintainable,12
unobtainable,12
unemployable,12
dishonorable,12
transferable,12
unforgettable,13
uncomfortable,13
knowledgeable,13
unexplainable,13
irretrievable,13
unfashionable,13
unenforceable,13
exceptionable,13
transportable,13
unpredictable,13
indescribable,13
indispensable,13
irreplaceable,13
unaccountable,13
objectionable,13
companionable,13
unmentionable,13
understandable,14
insurmountable,14
unquestionable,14
accomplishable,14
uncontrollable,14
unapproachable,14
extinguishable,14
impressionable,14
unidentifiable,14
incontrollable,14
indecipherable,14
unrecognizable,14
irreproachable,14
interchangeable,15
distinguishable,15
indistinguishable,17
